,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,target
0,0.39128413796424866,0.5787472724914551,0.0,0.5001180171966553,0.5638164281845093,0.001754201017320156,0.5515427589416504,0.5023630857467651,0.013239730149507523,0.5871051549911499,0.43563565611839294,0.01827220804989338,0.616719126701355,0.3788881301879883,0.03059650957584381,0.393781453371048,0.3241311311721802,0.05126483365893364,0.49688297510147095,0.23106826841831207,0.05265415832400322,0.5459443926811218,0.2968934178352356,0.061924487352371216,0.5463849306106567,0.3777718245983124,0.07183904200792313,0.37853288650512695,0.30927592515945435,0.042657170444726944,0.49145299196243286,0.21870753169059753,0.03411440923810005,0.5419822335243225,0.30268049240112305,0.032895803451538086,0.5389341711997986,0.3848233222961426,0.04067625850439072,0.37833988666534424,0.30380600690841675,0.028974799439311028,0.49202215671539307,0.22370027005672455,0.014079583808779716,0.5387600660324097,0.3102061450481415,0.016566313803195953,0.5371065139770508,0.38837864995002747,0.026205748319625854,0.3835899233818054,0.3060833811759949,0.013198980130255222,0.48207661509513855,0.23277127742767334,0.004347134381532669,0.5196000933647156,0.2896978557109833,0.009900414384901524,0.5237852931022644,0.3542751967906952,0.021810509264469147,0
1,0.492428183555603,0.7239295244216919,0.0,0.40959984064102173,0.5777596235275269,0.06444865465164185,0.38836872577667236,0.4457187354564667,0.0670507624745369,0.37003961205482483,0.3324374556541443,0.04348404332995415,0.396336168050766,0.25540632009506226,0.027224501594901085,0.6183283925056458,0.3887762427330017,0.06082635000348091,0.581925630569458,0.20232601463794708,0.03011823259294033,0.48009228706359863,0.20619124174118042,0.026711933314800262,0.4137282371520996,0.26359251141548157,0.029840895906090736,0.633860170841217,0.4012860953807831,-0.007059747818857431,0.5719366073608398,0.18175843358039856,-0.040267348289489746,0.47038769721984863,0.203605055809021,-0.033546414226293564,0.42590898275375366,0.26378732919692993,-0.019134117290377617,0.6283729076385498,0.41905805468559265,-0.07823200523853302,0.5731485486030579,0.2177717685699463,-0.10042823851108551,0.47276633977890015,0.22257331013679504,-0.07190191000699997,0.4196881651878357,0.2782256603240967,-0.04857778921723366,0.5945547819137573,0.44296205043792725,-0.14931347966194153,0.5486293435096741,0.2837483286857605,-0.15439678728580475,0.47897952795028687,0.2530106008052826,-0.13156795501708984,0.43072211742401123,0.269521027803421,-0.11284864693880081,0
2,0.4854094982147217,0.7757393717765808,0.0,0.4215392470359802,0.6386721730232239,0.07911737263202667,0.42408573627471924,0.5113356113433838,0.0998772606253624,0.42269158363342285,0.40036672353744507,0.10275066643953323,0.39637914299964905,0.3196171820163727,0.1108555868268013,0.628735363483429,0.49224430322647095,0.07124286144971848,0.5791351199150085,0.3030341863632202,0.07599109411239624,0.5113414525985718,0.25418880581855774,0.09112668037414551,0.4559953808784485,0.254066526889801,0.10262589901685715,0.6369409561157227,0.5002241134643555,0.017847027629613876,0.5809774994850159,0.28452324867248535,0.021966183558106422,0.49451136589050293,0.2460271269083023,0.04129064083099365,0.43118351697921753,0.2516680955886841,0.05709110572934151,0.6154659390449524,0.5012181401252747,-0.03251800686120987,0.573458731174469,0.2998722195625305,-0.024895550683140755,0.49621084332466125,0.24369114637374878,0.0013200239045545459,0.43346405029296875,0.24304549396038055,0.017029443755745888,0.5644752383232117,0.5005546808242798,-0.07870066165924072,0.5302940011024475,0.3452069163322449,-0.07045725733041763,0.48226940631866455,0.2765965461730957,-0.051380641758441925,0.43683159351348877,0.24792124330997467,-0.0381363108754158,0
3,0.5382071733474731,0.8472745418548584,0.0,0.42414557933807373,0.6816949844360352,0.1094692200422287,0.3927054703235626,0.5239518284797668,0.12702982127666473,0.36871835589408875,0.3837812840938568,0.1166725754737854,0.33968809247016907,0.2915906012058258,0.11507408320903778,0.6841859817504883,0.4411822259426117,0.07368044555187225,0.5658210515975952,0.19128887355327606,0.06791900098323822,0.44535911083221436,0.18314729630947113,0.08441019803285599,0.37244340777397156,0.23824791610240936,0.09788118302822113,0.6845763325691223,0.4500262141227722,-0.007258421275764704,0.560117781162262,0.15552787482738495,-0.013529861345887184,0.42882806062698364,0.1725214123725891,0.014741089195013046,0.3635730743408203,0.24459624290466309,0.03907079994678497,0.6554275751113892,0.45179980993270874,-0.08377054333686829,0.5589134097099304,0.17820444703102112,-0.07667979598045349,0.4299669861793518,0.17182143032550812,-0.031329505145549774,0.3538431227207184,0.23976755142211914,-0.004680263809859753,0.5876433849334717,0.4555566906929016,-0.15461038053035736,0.5150311589241028,0.23926490545272827,-0.13599586486816406,0.42055511474609375,0.20623868703842163,-0.09778308868408203,0.3526584208011627,0.23851098120212555,-0.07308798283338547,0
4,0.6658515334129333,0.7492083311080933,0.0,0.48298564553260803,0.6180906295776367,0.05606472119688988,0.39486879110336304,0.4826235771179199,0.03216011822223663,0.3077181875705719,0.3806889057159424,-0.015738865360617638,0.25924286246299744,0.30577409267425537,-0.05164089798927307,0.6650785803794861,0.2229567915201187,-0.008545988239347935,0.485951691865921,0.0667448341846466,-0.05787138268351555,0.3725197911262512,0.14695250988006592,-0.05839528143405914,0.333132266998291,0.23050986230373383,-0.05254234001040459,0.6898527145385742,0.258127361536026,-0.08470991253852844,0.4515572786331177,0.0881229043006897,-0.14242824912071228,0.3420494794845581,0.18939805030822754,-0.11987268924713135,0.3269720673561096,0.2840428948402405,-0.09243560582399368,0.6821783781051636,0.32066798210144043,-0.1615523397922516,0.46772927045822144,0.1618800312280655,-0.21558699011802673,0.34869423508644104,0.24355880916118622,-0.17376896739006042,0.3166278004646301,0.33836448192596436,-0.13458825647830963,0.6357204914093018,0.40454113483428955,-0.23640896379947662,0.45517289638519287,0.29861879348754883,-0.2610834538936615,0.35051971673965454,0.33123838901519775,-0.22844961285591125,0.3057056665420532,0.39039283990859985,-0.1981567144393921,0
5,0.6036125421524048,0.6862090229988098,0.0,0.5066176652908325,0.5763270854949951,0.0918789952993393,0.4693651795387268,0.4523298144340515,0.10324079543352127,0.42615655064582825,0.34563395380973816,0.0838024839758873,0.39302366971969604,0.25984659790992737,0.06799018383026123,0.7166848182678223,0.3412490785121918,0.08086974918842316,0.6140844225883484,0.16608978807926178,0.05719848349690437,0.49429112672805786,0.16171133518218994,0.04946505278348923,0.4127412736415863,0.21067653596401215,0.047183215618133545,0.7258996367454529,0.3461068272590637,0.00046044428017921746,0.6156073212623596,0.13528987765312195,-0.02694030851125717,0.4820979833602905,0.13956515491008759,-0.028880396857857704,0.40794891119003296,0.1902417242527008,-0.024753663688898087,0.7063112854957581,0.3540949821472168,-0.07956179231405258,0.6007912755012512,0.1440800279378891,-0.0933106541633606,0.4719873368740082,0.15063704550266266,-0.0669325739145279,0.4048554003238678,0.21371990442276,-0.0504932776093483,0.6558358669281006,0.3691038191318512,-0.15658649802207947,0.5512053966522217,0.21185457706451416,-0.15443050861358643,0.45758146047592163,0.20704884827136993,-0.1289004385471344,0.4013124108314514,0.24682000279426575,-0.11250858753919601,0
6,0.6100912690162659,0.7251251935958862,0.0,0.5206903219223022,0.6124499440193176,0.08992350846529007,0.49417343735694885,0.5071762800216675,0.09744520485401154,0.4683569669723511,0.4260675609111786,0.08101143687963486,0.4449763596057892,0.3682737946510315,0.0695381909608841,0.6756269931793213,0.3984912037849426,0.015927786007523537,0.5722550749778748,0.24479669332504272,-0.01590355671942234,0.4711066782474518,0.28235918283462524,-0.007876796647906303,0.42222997546195984,0.34677761793136597,0.004855314735323191,0.6795519590377808,0.41824355721473694,-0.0568467415869236,0.5658891797065735,0.23750850558280945,-0.10373036563396454,0.4558517336845398,0.26983922719955444,-0.0856679230928421,0.40914252400398254,0.32972684502601624,-0.05988556519150734,0.6558228135108948,0.44309911131858826,-0.12416768074035645,0.5458452701568604,0.2622579038143158,-0.16097396612167358,0.4381524324417114,0.28932633996009827,-0.1182079091668129,0.3971589207649231,0.3538520336151123,-0.07990836352109909,0.6010692715644836,0.47145023941993713,-0.18519552052021027,0.4960203170776367,0.34570467472076416,-0.1937706172466278,0.42078641057014465,0.359510600566864,-0.15835829079151154,0.391145795583725,0.4096628725528717,-0.12781739234924316,0
7,0.4706622362136841,0.6530616283416748,0.0,0.40573549270629883,0.5742688775062561,0.044001832604408264,0.417219340801239,0.4594449996948242,0.0554700568318367,0.42579829692840576,0.35864323377609253,0.05814545229077339,0.43027716875076294,0.27690404653549194,0.060705918818712234,0.5740979909896851,0.459175169467926,0.03001295030117035,0.5575189590454102,0.29134395718574524,0.025311758741736412,0.5079188942909241,0.2091551274061203,0.02893308736383915,0.45359739661216736,0.16522429883480072,0.03172897920012474,0.6015419363975525,0.46540015935897827,-0.005958063993602991,0.5834662318229675,0.27206116914749146,-0.01611880026757717,0.5165010094642639,0.18952782452106476,-0.016995912417769432,0.4508305490016937,0.14544665813446045,-0.016721881926059723,0.5956199765205383,0.4593082666397095,-0.039353810250759125,0.5762192010879517,0.270607590675354,-0.047604214400053024,0.5120875835418701,0.18202215433120728,-0.04203525185585022,0.45482975244522095,0.1384863257408142,-0.04001464322209358,0.5618678331375122,0.44955307245254517,-0.06987115740776062,0.545035183429718,0.29820457100868225,-0.07803192734718323,0.5115610361099243,0.21560758352279663,-0.07592806220054626,0.47867345809936523,0.1637672781944275,-0.0751720666885376,0
8,0.5653912425041199,0.6561132669448853,0.0,0.4775552451610565,0.5487180948257446,0.06820674240589142,0.4490753710269928,0.43951624631881714,0.07566744834184647,0.42082488536834717,0.35244548320770264,0.06454777717590332,0.4053686261177063,0.2890480160713196,0.05798067897558212,0.6505707502365112,0.34752151370048523,0.03614833950996399,0.5800588726997375,0.19006000459194183,0.018126532435417175,0.4928930997848511,0.1788465827703476,0.02512945607304573,0.43386492133140564,0.21700268983840942,0.034497298300266266,0.6529339551925659,0.3590477406978607,-0.023072579875588417,0.5802029371261597,0.17022693157196045,-0.04791172593832016,0.4865756630897522,0.16391025483608246,-0.032494135200977325,0.42931675910949707,0.2002929449081421,-0.013292660005390644,0.6235681176185608,0.3791009783744812,-0.08037694543600082,0.5451860427856445,0.19987694919109344,-0.0966266468167305,0.4561556577682495,0.17996984720230103,-0.06217149645090103,0.4079257547855377,0.21242952346801758,-0.034584879875183105,0.563180685043335,0.41086021065711975,-0.13511905074119568,0.48170119524002075,0.27437150478363037,-0.13921372592449188,0.422974169254303,0.24441862106323242,-0.11424534022808075,0.3897843360900879,0.2553821802139282,-0.09253684431314468,0
9,0.5106812715530396,0.663267195224762,0.0,0.4296063780784607,0.5803529620170593,0.07117177546024323,0.3930593430995941,0.4882604479789734,0.07475385069847107,0.3575744032859802,0.4165812134742737,0.05719688534736633,0.3438841998577118,0.369814395904541,0.04416026175022125,0.587801992893219,0.35575276613235474,0.04469689354300499,0.5154128074645996,0.21627259254455566,0.022852811962366104,0.4322538673877716,0.22458836436271667,0.021269988268613815,0.3829423487186432,0.28270334005355835,0.023676788434386253,0.5945315361022949,0.3623688220977783,-0.016352616250514984,0.5068038702011108,0.1812697798013687,-0.040396567434072495,0.41977787017822266,0.20669686794281006,-0.030482692644000053,0.38315486907958984,0.26306262612342834,-0.016921892762184143,0.5750306844711304,0.38016414642333984,-0.0764799416065216,0.4939207434654236,0.2074030488729477,-0.08947542309761047,0.41155439615249634,0.22369298338890076,-0.06021378934383392,0.37529948353767395,0.27205583453178406,-0.03953207656741142,0.5280234813690186,0.41001415252685547,-0.13390471041202545,0.45448434352874756,0.2856273055076599,-0.1347758173942566,0.4001102149486542,0.28242480754852295,-0.11127053946256638,0.37329918146133423,0.3057633638381958,-0.09335986524820328,0
